R,No. Pedido,INFO,OT,MP,ML UV,ML TOTAL,ANCHO,M2,Cve,Cliente,Sku item,Descripcion,ABCD,F.Pedido,F.Lib,F. Soli. Clie,F. Venci. Ped,"F. Emb.
Plan",F. MODIFICADA,F. PT ENTREGA,Dias Lib,Dias Venci.,C.Orded.,C.Surtida,C.XSurtir,Existencia,U/M,Total,Vend,VENDEDORES,Nota
,I0ETI29900-7,SORIANA PROCESO,,M0151319-325,157.7,5790.744,0.325,1881.9918,NE0742P,TIENDAS SORIANA,10000B0156,ETIQ. TD BERKEL 49 X 65 R/600  C/38 B24,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,34.00,0.00,34.00,-30.00,CJ,"21,591.36",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29900-8,SORIANA PROCESO,,M0151319-325,160,2937.6,0.325,954.72,NE0742P,TIENDAS SORIANA,10000B0157,ETIQ. TD R CONTINUO 52 X 40 MTS B24,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,17.00,0.00,17.00,5.00,CJ,"10,640.47",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
*,I0ETI29902-1,RETENIDO,,,,,,,N12099P,SAUCES DRESSINGS AND CONDIMENTS FOODS,11925D0016A,ETIQADEREZO RANCH ORIGINAL MAXSELECT FTE,D, 12/02/24, 12/02/24, 29/02/24, 29/02/24,29/02/2024,,,2,-15,15.00,0.00,15.00,0.00,MI,"7,262.49",39,Alejandro de Mata,
*,I0ETI29902-2,RETENIDO,,,,,,,N12099P,SAUCES DRESSINGS AND CONDIMENTS FOODS,11925D0015A,ETIQADEREZO RANCH ORIGINAL MAXSELECT REV,D, 12/02/24, 12/02/24, 29/02/24, 29/02/24,29/02/2024,,,2,-15,15.00,0.00,15.00,0.00,MI,"7,262.49",39,Alejandro de Mata,
,I0ETI29900-9,SORIANA PROCESO,,M0151319-325,246.7,1065.744,0.325,346.3668,NE0742P,TIENDAS SORIANA,00742B0167A,ETIQ TD BERKEL BLANCA 58 X 114 MM R-350,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,4.00,0.00,4.00,-12.00,CJ,"3,813.08",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29912-2,PLANEACION,,M0151306-325,207.4,5599.8,0.325,1819.935,N12269D,S-RIKO DE QUERETARO,50000B0015A,ETIQ. TT 4 X 6 C/P R/1000 C-3,A, 12/02/24, 13/02/24, 01/03/24, 01/03/24, 04/03/24,,,1,-17,25.00,0.00,25.00,-13.00,CJ,"21,514.69",205,Gabriela Chapa,
,I0ETI29912-1,PLANEACION,OE00049488,M0151319-225,31.11,3359.88,0.225,755.973,N12269D,S-RIKO DE QUERETARO,12269B0001A,"ETIQ TD 4 X 6"" R-400 C-1"" C/P",C, 12/02/24, 13/02/24, 01/03/24, 01/03/24, 04/03/24,,,1,-17,100.00,0.00,100.00,0.00,RL,"10,791.55",205,Gabriela Chapa,
,I0ETI29917-1,PLANEACION,,M0549163-220,84.138,20718.14112,0.22,4557.991046,N10851P,CODIFLEX,10851B0004A,TD10216500-TI ETIQ TD 4X6.5 R-250 C-1,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,228.00,0.00,228.00,0.00,MI,"59,620.67",39,Alejandro de Mata,
*,I0ETI29910-1,RETENIDO,,,,,,,N12269D,S-RIKO DE QUERETARO,12269B0001A,"ETIQ TD 4 X 6"" R-400 C-1"" C/P",C, 12/02/24, 12/02/24, 01/03/24, 01/03/24,01/03/2024,,,2,-17,120.00,0.00,120.00,0.00,RL,"12,949.86",205,Gabriela Chapa,
*,I0ETI29910-2,RETENIDO,,,,,,,N12269D,S-RIKO DE QUERETARO,12269B0002A,"ETIQ TT 4 X 6"" R-300 C-1"" C/P",C, 12/02/24, 12/02/24, 01/03/24, 01/03/24,01/03/2024,,,2,-17,100.00,0.00,100.00,0.00,RL,"9,919.33",205,Gabriela Chapa,
*,I0ETI29910-3,RETENIDO,,,,,,,N12269D,S-RIKO DE QUERETARO,50000B0015A,ETIQ. TT 4 X 6 C/P R/1000 C-3,A, 12/02/24, 12/02/24, 01/03/24, 01/03/24,01/03/2024,,,2,-17,20.00,0.00,20.00,-13.00,CJ,"17,211.75",205,Gabriela Chapa,
,I0ETI29888-1,PLANEACION,,M0549163-215,359.2,38793.6,0.215,8340.624,NE8002P,BASCULAS Y ACCESORIOS DE PESO,08002B0002A,ETIQ. TD BASCULA 2 X 1.5 C-40MM R-1000,C, 12/02/24, 12/02/24, 02/03/24, 02/03/24, 04/03/24,,,2,-17,100.00,0.00,100.00,0.00,CJ,"129,293.39",90,Carlos Arechavaleta,
,I0ETI29923-1,PLANEACION,OE00049492,M0549197-225,65.08,843.4368,0.225,189.77328,N11816P,SONORA AGROPECUARIA,03362I0632A,ETI19270 ET SMO 1501215 CHICHARRON PRENS,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24, 04/03/24,,,1,-17,12.00,0.00,12.00,0.00,MI,"3,304.80",59,Cynthia Garay,
*,I0ETI29914-1,RETENIDO,,,,,,,N12099P,SAUCES DRESSINGS AND CONDIMENTS FOODS,12099D0012A,ETIQ. SALSA HABANORIA,D, 12/02/24, 12/02/24, 29/02/24, 29/02/24,29/02/2024,,,2,-15,15.00,0.00,15.00,0.00,MI,"16,987.71",39,Alejandro de Mata,
*,I0ETI29916-1,RETENIDO,,,,,,,C11752P,VICTOR HUGO TORRES MARTINEZ,50000I0019A,ETIQ. TT 4 X 6 C/P R-1000 C-3 P-165 (NAR,A, 12/02/24, 12/02/24, 23/02/24, 23/02/24,23/02/2024,,,2,-9,2.00,0.00,2.00,20.00,CJ,"1,848.42",205,Gabriela Chapa,
*,I0ETI29916-2,RETENIDO,,,,,,,C11752P,VICTOR HUGO TORRES MARTINEZ,50000I0012A,ETIQ. TT 4 X 2 R-3000 C/P C-3 P-165 (NAR,A, 12/02/24, 12/02/24, 23/02/24, 23/02/24,23/02/2024,,,2,-9,2.00,0.00,2.00,17.00,CJ,"2,011.23",205,Gabriela Chapa,
,I0ETI29928-1,PLANEACION,OE00049495,M0151319-325,18,524.88,0.325,170.586,N11200P,TIENDAS SORIANA,00742B0013A,MTTO. EQUIPO ETIQ. 4 X 2 TD,C, 13/02/24, 13/02/24, 01/03/24, 02/03/24, 04/03/24,,,1,-17,27.00,0.00,27.00,120.00,MI,"2,160.00",1,Directo,
,I0ETI29930-1,PLANEACION,,COMERCIALIZACION,,0,#VALUE!,#VALUE!,PA5209P,BACHOCO  (CULIACAN ),05209R0001A,MA1721 ET P/PISTOLA BCO 1618,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24, 04/03/24,,,1,-18,"1,000.00",0.00,"1,000.00",0.00,MI,"13,000.00",59,Cynthia Garay,
,I0ETI29931-1,PLANEACION,OE00049496,M0549205-305,129.5,41958,0.305,12797.19,N10411P,FABRICANTES DE EQUIPOS PARA REFRIGERACION,00111B0003C,12900450 KIT 20 ROLLOS WLABEL ESP,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24, 04/03/24,,,1,-18,300.00,0.00,300.00,0.00,CJ,"182,514.00",59,Cynthia Garay,
,I0ETI29931-2,PLANEACION,OE00049497,M0549205-305,129.5,13986,0.305,4265.73,N10411P,FABRICANTES DE EQUIPOS PARA REFRIGERACION,00111B0001C,12900451 KIT TORREY COMPLETO ESP 1500,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24, 04/03/24,,,1,-18,100.00,0.00,100.00,0.00,CJ,"60,702.00",59,Cynthia Garay,
,I0ETI29939-1,PLANEACION,,M0549142-160,238.1,2314.332,0.16,370.29312,NE3330P,QUALTIA ALIMENTOS OPERACIONES,03330I0035C,ETIQ. B6802 JAMÓN DE PIERNA KIR,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24, 04/03/24,,,1,-18,9.00,0.00,9.00,0.00,MI,"27,423.00",79,Jaime Blasques,
,I0ETI29687-1,PLANEACION,OE00049152,M4800001-272,16.14,18399.6,0.272,5004.6912,CT8600P,"ANDERSON CONECTORES, S.A DE C.V",08600I0002J,MANGA CONECTOR 2 TINTAS,E, 02/02/24, 03/02/24, 03/03/24, 02/03/24, 04/03/24,,,11,-19,"1,000.00",0.00,"1,000.00",0.00,MI,"81,010.78",9775,Magdalena Martínez,
,I0ETI29688-1,PLANEACION,OE00049151,M4800001-272,16.14,14719.68,0.272,4003.75296,CT8600P,"ANDERSON CONECTORES, S.A DE C.V",08600I0001J,MANGA CONECTOR 3 TINTAS,E, 02/02/24, 03/02/24, 03/03/24, 02/03/24, 04/03/24,,,11,-19,800.00,0.00,800.00,0.00,MI,"74,420.07",9775,Magdalena Martínez,
*,I0ETI29932-1,RETENIDO,,,,,,,S11111P,CORPORATIVO DE JUEGOS MARGIL,11111I0001A,TICKET MAQUIMAC 1 TINTA,E, 13/02/24, 13/02/24, 13/03/24, 13/03/24,13/03/2024,,,1,-29,"1,000.00",0.00,"1,000.00",0.00,MI,"25,628.25",182,Clelia Sanchez,ENTREGA OCURRE- MORELIA ATENCION ROBERTO SEPULVEDA
,I0ETI29944-1,PLANEACION,,M0549248-230,52.4,56.592,0.23,13.01616,NE0807P,SUPERMERCADOS INTERNACIONALES H E B,00807I0085A,ETIQ. HEB BAKERY GRANDE,A, 13/02/24, 13/02/24, 02/03/24, 02/03/24, 04/03/24,,,1,-18,1.00,0.00,1.00,2.00,CJ,876.13,59,Cynthia Garay,
,I0ETI29944-2,PLANEACION,,M0151324-220,21.2,114.48,0.22,25.1856,NE0807P,SUPERMERCADOS INTERNACIONALES H E B,00807D0003A,ETIQ HEB TRES LECHES,A, 13/02/24, 13/02/24, 02/03/24, 02/03/24, 04/03/24,,,1,-18,5.00,0.00,5.00,17.00,MI,"4,163.55",59,Cynthia Garay,
*,I0ETI29940-1,RETENIDO,,,,,,,C12108P,JOAQUIN GACHUPIN MORA,10816B0006A,"ETIQ. TD 4X8 R400 C3"" C/P  PRECORTE",C, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,15.00,0.00,15.00,0.00,MI,"4,907.81",179,Guadalupe Gomar,
*,I0ETI29940-2,RETENIDO,,,,,,,C12108P,JOAQUIN GACHUPIN MORA,10816B0005A,"ETIQ. TD 4X8 R400 C1.5"" C/P  PRECORTE",C, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,10.00,0.00,10.00,0.00,MI,"3,271.87",179,Guadalupe Gomar,
*,I0ETI29940-3,RETENIDO,,,,,,,C12108P,JOAQUIN GACHUPIN MORA,10816B0002A,ETIQ.TD 4 X 6 C-P C-1.5 R-400,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,10.00,0.00,10.00,0.00,MI,"2,554.28",179,Guadalupe Gomar,
,I0ETI29944-4,PLANEACION,,M0549197-285,5.5033,5.943564,0.285,1.69391574,NE0807P,SUPERMERCADOS INTERNACIONALES H E B,00807D0011A,ET. HEB FESTEJA A TU MASCOTA,A, 13/02/24, 13/02/24, 02/03/24, 02/03/24, 04/03/24,,,1,-18,1.00,0.00,1.00,26.00,CJ,225.92,59,Cynthia Garay,
,I0ETI29944-5,PLANEACION,,M0151324-220,21.2,160.272,0.22,35.25984,NE0807P,SUPERMERCADOS INTERNACIONALES H E B,00807D0002B,ETIQ HEB FLAN,A, 13/02/24, 13/02/24, 02/03/24, 02/03/24, 04/03/24,,,1,-18,7.00,0.00,7.00,1.00,MI,"5,828.97",59,Cynthia Garay,
,I0ETI29944-3,PLANEACION,,M0549197-150,68.26,73.7208,0.15,11.05812,NE0807P,SUPERMERCADOS INTERNACIONALES H E B,00807I0059B,ETIQ. HEB PAY DE CEREZA REDUCIDO EN AZUC,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24, 04/03/24,,,1,-18,1.00,0.00,1.00,0.00,CJ,558.84,59,Cynthia Garay,
,I0ETI29953-1,PLANEACION,,m0549153-225,26.8,1447.2,0.225,325.62,NE6316P,EL NUEVO MUNDO MONTERREY,06316I0001,ETIQ. 100UP PLASTA VERDE,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24, 04/03/24,,,1,-18,50.00,0.00,50.00,0.00,PQ,"11,032.00",59,Cynthia Garay,
,cs00005099-1,PLANEACION,oe00048979,M0151319-250,9.44,2039.04,0.25,509.76,TTIJ,ALMACEN ETIQUETAS MONTERREY-MP,08509B0011B,ETIQ TD 2.25 X 2 R/700 C/1 C/P,C, 29/01/24, 29/01/24, 04/03/24, 04/03/24, 06/03/24,,,16,-19,200.00,0.00,200.00,0.00,RL,0.00,,#N/A,
,I0ETI28747-9,PLANEACION,OE00048305,M0549142-245/M0151226-250,114.3,1851.66,0.245,453.6567,NE3330P,QUALTIA ALIMENTOS OPERACIONES,03330I0027D,ETIQ. B6846 JAMON VIRGINIA ZWAN BIO,B, 10/01/24, 11/01/24, 05/03/24, 05/03/24, 07/03/24,,,34,-20,15.00,0.00,15.00,1.00,MI,"30,247.50",79,Jaime Blasques,
,I0ETI29870-2,MP,OE00049423,M0549247-300,82.55,6597.396,0.3,1979.2188,NE0969P,EMBOTELLADORA GEYSER,00969I0023E,ETIQ. DEL VALLE FRUT BIDON 5 LT.,B, 10/02/24, 10/02/24, 05/03/24, 05/03/24, 07/03/24,,,4,-20,74.00,0.00,74.00,0.00,MI,"72,520.00",79,Jaime Blasques,
,I0ETI29699-1,PLANEACION,,M4800005-360,228.6,781.812,0.36,281.45232,N11205D,GRUPO IDALIMENTOS,11205I0005B,MANGA ADEREZO BLUE CHEASE,E, 03/02/24, 03/02/24, 05/03/24, 05/03/24, 07/03/24,,,11,-20,3.00,0.00,3.00,0.00,MI,"7,928.01",39,Alejandro de Mata,
,I0ETI29699-2,PLANEACION,,M4800005-360,228.6,781.812,0.36,281.45232,N11205D,GRUPO IDALIMENTOS,11205I0003B,MANGA ADEREZO CESAR,E, 03/02/24, 03/02/24, 05/03/24, 05/03/24, 07/03/24,,,11,-20,3.00,0.00,3.00,0.00,MI,"7,928.01",39,Alejandro de Mata,
,I0ETI29699-3,PLANEACION,,M4800005-360,228.6,781.812,0.36,281.45232,N11205D,GRUPO IDALIMENTOS,11205I0004B,MANGA ADEREZO ITALIANO,E, 03/02/24, 03/02/24, 05/03/24, 05/03/24, 07/03/24,,,11,-20,3.00,0.00,3.00,0.00,MI,"7,928.01",39,Alejandro de Mata,
,I0ETI29699-4,PLANEACION,,M4800005-360,228.6,260.604,0.36,93.81744,N11205D,GRUPO IDALIMENTOS,11205I0001B,MANGA ADEREZO MIL ISLAS,E, 03/02/24, 03/02/24, 05/03/24, 05/03/24, 07/03/24,,,11,-20,1.00,0.00,1.00,0.00,MI,"2,642.67",39,Alejandro de Mata,
,I0ETI29699-5,PLANEACION,,M4800005-360,228.6,781.812,0.36,281.45232,N11205D,GRUPO IDALIMENTOS,11205I0002B,MANGA ADEREZO RANCH,E, 03/02/24, 03/02/24, 05/03/24, 05/03/24, 07/03/24,,,11,-20,3.00,0.00,3.00,0.00,MI,"7,928.01",39,Alejandro de Mata,
,I0ETI29829-1,PT,,M0549153-215,29,939.6,0.215,202.014,NE9798D,UNICAR PLASTICS,PL5164100,ETQ. LASER 4 X 3 1/3 C/100,A, 08/02/24, 08/02/24, 07/03/24, 07/03/24, 09/03/24,,,6,-22,30.00,0.00,30.00,110.00,PQ,"4,456.54",182,Clelia Sanchez,SALTILLO FACTURAR Y EMBARCAR 10 MARZO
,I0ETI29814-1,PLANEACION,,M0034354-270,27.94,5029.2,0.27,1357.884,N11776D,AREMA PRODUCCION Y SERVICIOS,11776I0004A,BOLETO THIANY,E, 07/02/24, 07/02/24, 08/03/24, 08/03/24, 11/03/24,,,7,-24,150.00,0.00,150.00,0.00,MI,"60,332.20",182,Clelia Sanchez,
,I0ETI29846-1,PLANEACION,,M1001912-330,82.02,106.29792,0.33,35.0783136,C11277P,PCM Prueba Industrial CDMX,P4392A,BAG TAG KIOSKO 2024,E, 09/02/24, 09/02/24, 10/03/24, 09/03/24, 11/03/24,,,5,-26,1.20,0.00,1.20,0.00,MI,0.01,7,Ana Rebeca Reyes,"ENTREGAR EN LA OFICINA DE VIVA EN MONTERREY, EN ATENCIÓN A  ADRIAN ESCOBAR"
,I0ETI29849-1,PLANEACION,OE00049395,M0549246-245,1.42875,1851.66,0.245,453.6567,NE9849P,GRUPO COMERCIAL DSW,09849B0002A,ETIQ TD  3” x 1” C.S.12mm C/150pzas P/An,E, 09/02/24, 09/02/24, 10/03/24, 09/03/24, 11/03/24,,,5,-26,"1,200.00",0.00,"1,200.00",0.00,RL,"17,100.00",8,Ilse de la Fuente,
,I0ETI29833-1,PLANEACION,,M2644003-220,200,79056,0.22,17392.32,S10789D,AEROPUERTO DE CANCUN,10789I0001A,ROLLO TERM. A UNA TINTA AL REVERSO DE 3.,E, 08/02/24, 08/02/24, 09/03/24, 09/03/24, 11/03/24,,,6,-25,366.00,0.00,366.00,0.00,RL,"98,701.10",9775,Magdalena Martínez,
,I0ETI28747-10,PLANEACION,OE00048306,M0549142-245/M0151226-250,114.3,1851.66,0.245,453.6567,NE3330P,QUALTIA ALIMENTOS OPERACIONES,03330I0027D,ETIQ. B6846 JAMON VIRGINIA ZWAN BIO,B, 10/01/24, 11/01/24, 12/03/24, 12/03/24, 14/03/24,,,34,-27,15.00,0.00,15.00,1.00,MI,"30,247.50",79,Jaime Blasques,
,I0ETI29151-1,PLANEACION,OE00048731,M0549204-325,17.99,7577.388,0.325,2462.6511,CT9222P,RECKITT BENCKISER MEXICO,09222B0007B,"KIT ETIQ 50021854 TT 4""X2"" R3000 C/RIBBO",C, 18/01/24, 19/01/24, 12/03/24, 12/03/24, 14/03/24,,,26,-27,390.00,0.00,390.00,0.00,MI,"41,067.00",79,Jaime Blasques,
*,I0ETI29948-1,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,10000B0012,TD BIZERBA 57 X 43 R/800 B/34,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,7.00,0.00,7.00,-357.00,CJ,"6,818.84",79,Jaime Blasques,"QUERETARO, EMBARCAR 15  FEBRERO, CITA 17 FEBRERO."
*,I0ETI29948-2,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,10000B0156,ETIQ. TD BERKEL 49 X 65 R/600  C/38 B24,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,1.00,0.00,1.00,-30.00,CJ,635.04,79,Jaime Blasques,"QUERETARO, EMBARCAR 15  FEBRERO, CITA 17 FEBRERO."
*,I0ETI29948-3,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,10000B0011,TD R CONTINUO TOLEDO 61 X 56 B/30,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,2.00,0.00,2.00,-8.00,CJ,"2,510.44",79,Jaime Blasques,"QUERETARO, EMBARCAR 15  FEBRERO, CITA 17 FEBRERO."
*,I0ETI29949-1,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,10000B0012,TD BIZERBA 57 X 43 R/800 B/34,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,6.00,0.00,6.00,-357.00,CJ,"5,844.72",79,Jaime Blasques,"TULTITLAN, EMBARCAR  15 FEBRERO, CITA 17 FEBRERO"
*,I0ETI29949-2,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742B0043A,ROLLO CONTINUO BIZERBA 57X50 B50,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,2.00,0.00,2.00,5.00,CJ,"3,500.66",79,Jaime Blasques,"TULTITLAN, EMBARCAR  15 FEBRERO, CITA 17 FEBRERO"
*,I0ETI29949-3,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0154,BERKEL IMP. SANTA FE CAJA C/40R,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,1.00,0.00,1.00,-3.00,CJ,"1,472.54",79,Jaime Blasques,"TULTITLAN, EMBARCAR  15 FEBRERO, CITA 17 FEBRERO"
*,I0ETI29949-4,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,10000B0156,ETIQ. TD BERKEL 49 X 65 R/600  C/38 B24,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,3.00,0.00,3.00,-30.00,CJ,"1,905.12",79,Jaime Blasques,"TULTITLAN, EMBARCAR  15 FEBRERO, CITA 17 FEBRERO"
*,I0ETI29949-5,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,10000B0017,TD BERKEL 49 X 40 R/1000 B/54 C-38,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,1.00,0.00,1.00,11.00,CJ,"1,458.95",79,Jaime Blasques,"TULTITLAN, EMBARCAR  15 FEBRERO, CITA 17 FEBRERO"
*,I0ETI29949-6,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,10000B0157,ETIQ. TD R CONTINUO 52 X 40 MTS B24,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,2.00,0.00,2.00,5.00,CJ,"1,251.82",79,Jaime Blasques,"TULTITLAN, EMBARCAR  15 FEBRERO, CITA 17 FEBRERO"
*,I0ETI29949-7,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,10000B0010,TD TOLEDO 61 X 47 R/1000 B/30,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,2.00,0.00,2.00,-8.00,CJ,"2,339.26",79,Jaime Blasques,"TULTITLAN, EMBARCAR  15 FEBRERO, CITA 17 FEBRERO"
*,I0ETI29950-1,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742B0171A,ETIQ TD BIZERBA 58X114MM R/280 CAJA C/40,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,2.00,0.00,2.00,-37.00,CJ,"2,030.90",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 DE FEBRERO"
*,I0ETI29950-10,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0057,ETIQ. TD TOLEDO 60 X 114 R/350,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,1.00,0.00,1.00,-1.00,CJ,983.11,79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 DE FEBRERO"
*,I0ETI29950-2,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0151,BIZERBA IMP. SANTA FE CAJA C/20R,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,1.00,0.00,1.00,-39.00,CJ,573.56,79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 DE FEBRERO"
*,I0ETI29950-3,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0149,BIZERBA IMP. DON FCO SELEC CAJA C/40R,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,3.00,0.00,3.00,-42.00,CJ,"3,350.49",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 DE FEBRERO"
*,I0ETI29950-4,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,10000B0012,TD BIZERBA 57 X 43 R/800 B/34,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,10.00,0.00,10.00,-357.00,CJ,"9,741.20",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 DE FEBRERO"
*,I0ETI29950-5,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742B0043A,ROLLO CONTINUO BIZERBA 57X50 B50,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,4.00,0.00,4.00,5.00,CJ,"7,001.32",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 DE FEBRERO"
*,I0ETI29950-6,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0154,BERKEL IMP. SANTA FE CAJA C/40R,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,1.00,0.00,1.00,-3.00,CJ,"1,472.54",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 DE FEBRERO"
*,I0ETI29950-7,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0152,BERKEL IMP. DON FCO SELEC CAJA C/40R,C, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,1.00,0.00,1.00,-12.00,CJ,"1,438.76",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 DE FEBRERO"
*,I0ETI29950-8,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,10000B0156,ETIQ. TD BERKEL 49 X 65 R/600  C/38 B24,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,2.00,0.00,2.00,-30.00,CJ,"1,270.08",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 DE FEBRERO"
*,I0ETI29950-9,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,10000B0157,ETIQ. TD R CONTINUO 52 X 40 MTS B24,B, 13/02/24, 13/02/24, 02/03/24, 02/03/24,02/03/2024,,,1,-18,7.00,0.00,7.00,5.00,CJ,"4,381.37",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 DE FEBRERO"
,I0ETI29664-1,PLANEACION,OE00049113,M0034320-215,12.7,3429,0.215,737.235,NE6447P,OPERADORA MERCO,06447I0004A,ETIQ. LOGO VERDE,B, 01/02/24, 01/02/24, 12/03/24, 12/03/24, 14/03/24,,,13,-27,250.00,0.00,250.00,0.00,MI,"30,539.25",59,Cynthia Garay,Cita 13 Marzo 2024
,I0ETI29664-2,PLANEACION,OE00049114,M0151319-325,6.6,1782,0.325,579.15,NE6447P,OPERADORA MERCO,06447B0003A,ROLLO CONTINUO 57MM X 33MTS BASCULA DIGI,C, 01/02/24, 01/02/24, 12/03/24, 12/03/24, 14/03/24,,,13,-27,250.00,0.00,250.00,250.00,RL,"10,182.50",59,Cynthia Garay,Cita 13 Marzo 2024
,I0ETI29871-1,PLANEACION,,M0151319-254,6.98,2351.9808,0.254,597.4031232,C12257P,GRUPO ZORRO ABARROTERO,12257I0003A,RL TD 76MM X 102MM 200 1T C12MM VERDE,E, 10/02/24, 10/02/24, 12/03/24, 12/03/24, 14/03/24,,,4,-27,312.00,0.00,312.00,0.00,RL,"15,219.36",197,#N/A,
,I0ETI29871-2,PLANEACION,,M0151319-254,6.98,2811.8232,0.254,714.2030928,C12257P,GRUPO ZORRO ABARROTERO,12257I0006A,RL TD 76MM X 102MM 200 1T C12MM ROJO,E, 10/02/24, 10/02/24, 12/03/24, 12/03/24, 14/03/24,,,4,-27,373.00,0.00,373.00,0.00,RL,"18,194.94",197,#N/A,
,I0ETI29901-1,PLANEACION,,M0151319-220,32.54,3760.3224,0.22,827.270928,C12257P,GRUPO ZORRO ABARROTERO,12257B0001A,"ROLLO TD 4X5 PGS, 500, C12MM",E, 12/02/24, 12/02/24, 12/03/24, 12/03/24, 14/03/24,,,2,-28,107.00,0.00,107.00,0.00,RL,"16,983.04",197,#N/A,
